audio_path,Korean_transcript
st_set3_collectorgs233_speakergs2854_19_8.wav,옛날엔 특별한 간식이 업쓰니께 옥수수갱이나 감자 같은 걸 먹고 그랜니더
st_set3_collectorgs183_speakergs3254_56_9.wav,날이 춥고 손도 시리지만 그캐도 우리 일이니까네 별로 피곤한 줄 모르겠다
st_set3_collectorgs212_speakergs2176_25_7.wav,처음 시집 왔을 때 생선국을 보고 이거 비렁내가 나가 우예 묵을지 걱정했니더
st_set3_collectorgs233_speakergs3074_59_8.wav,니네가 놀이공원에 가자고 저렇게 짭치는데 바빠도 한번 가보야지요
st_set3_collectorgs213_speakergs2568_77_11.wav,여개는 시골이라 교통이 좀 불편한디 공기도 깨끔하고 겡치가 참 조아예
st_set3_collectorgs212_speakergs3040_3_15.wav,수바근 큰 비다늘 우예 짜는지 그 과정을 한 번 좀 말씀해 주실람미까
st_set3_collectorgs164_speakergs1418_103_13.wav,올해는 배치 농사를 망구가 짐장을 하려면 배치를 좀 사다 안 가야 되겠 됐거든
st_set3_collectorgs212_speakergs2061_95_7.wav,오랫동안 한 동네에 살았던 할미인데 도라가시니께 마음이 아프네예
st_set3_collectorgs213_speakergs2385_31_14.wav,나이가 드시니꺼네 귀끼가 어두워서 사람들이 무신 말을 해도 잘 몬 알아듣는 것 아이가
st_set3_collectorgs195_speakergs1424_33_9.wav,애넘드리 쌀을 다 삐끄러가삐리서 업쓰니끼니 만날 꽁보리밥밖에 못 먹었지요
st_set3_collectorgs185_speakergs2084_32_7.wav,시아버님께서 옷 차려 입고 나가시면 사람들이 가다재이라꼬 많이 말씀하션니데이
st_set3_collectorgs233_speakergs3719_55_9.wav,시아빈께써 늦게까지 안 들어오면 흔비쌔가 불 켜놓고 밤새 기다리고 그럽니다
st_set3_collectorgs212_speakergs2061_105_10.wav,배추 한 포기 키우는 것도 이러쿵 힘드는디 어무니는 왜 평생 농사 짓고 사랃스리여
st_set3_collectorgs212_speakergs2121_78_6.wav,시라기를 새끼에 영 따서 말려 놨다가 난중에 국끼릴때 영가 무면 마싰어예
st_set3_collectorgs184_speakergs1028_95_5.wav,오랫동안 한동네 살았던 할맨데 돌아가시니까 마음이 아프네예
st_set3_collectorgs185_speakergs3716_101_8.wav,소도 사람 맨치로 잘 미기야 근육도 붓고 힘도 생겨서 일을 잘하지요
st_set3_collectorgs25_speakergs508_32_10.wav,시아버님께서 좋은 옷 입고 나가시면 나가면 사람들이 멋쟁이라고 말씀하셨어요
st_set3_collectorgs188_speakergs1262_8_9.wav,비틀로 옷을 만드러가 입으셨다고 캔는디 옷 맹그는 과정을 알려 주실람니까
st_set3_collectorgs185_speakergs2957_11_7.wav,마당을 계속 관리해야 되지 안 그라몬 잡 금새 잡초가 자라서 엉망이 됨니데이
st_set3_collectorgs25_speakergs207_27_9.wav,간만에 조카를 보이꺼네 본 알아본 정도로 훌쩍 커 버리기 깜짝 놀래때니
st_set3_collectorgs184_speakergs1761_101_9.wav,소도 사람맨치러 잘 미기야 근육도 붙고 심도 생겨 일도 잘하지로
st_set3_collectorgs219_speakergs3451_22_9.wav,요새 날씨가 가물어서 농새도 몬 짓고 계속 집에만 이쓰이꺼네 정말 답땀네
st_set3_collectorgs195_speakergs1950_20_7.wav,여기까지 오시느라고 욕밧는디 시원한 냉수 부터 한 잔 드십시오
st_set3_collectorgs183_speakergs1753_2_7.wav,수박은 큰 게 맛있다고 하는디 참외는 작은 게 맛있는 겨
st_set3_collectorgs187_speakergs3336_107_10.wav,요새는 시월이 좋다만 우리 클 때는 하고 싶은 것도 못하고 골물이 많아서
st_set3_collectorgs233_speakergs3263_12_8.wav,옛날에는 무글 거 없어가지고 겨울 고드름도 막 맛있다고 막 따 먹고 그랟때이
st_set3_collectorgs184_speakergs1538_69_8.wav,가족끼리 해돋이 보민서 새해 다짐도 하고 소원도 빌고 올라꼬 해요
st_set3_collectorgs233_speakergs4355_23_13.wav,오랜만에 가족끼리 외식 한번 하고 하자고 하는데 이것도 모나마 우야능교
st_set3_collectorgs184_speakergs1322_52_8.wav,윤디를 화로에 올려놓고 뜨겁꾸로 달가가 윤디지를 하지요
st_set3_collectorgs183_speakergs3671_98_10.wav,아들 오늘 중요한 시험 보이께네 이 생엿하고 찹쌀떡 묵꼬 힘내서 시험 잘 봐래이
st_set3_collectorgs233_speakergs4016_1_7.wav,둥가지로 쓸 나무는 또갈라가 저쪽 담장 밑에 쌓아 두만 뎀니더
st_set3_collectorgs195_speakergs1320_11_9.wav,마답 마당이 계속 관리해야지 안 그라모 금생 금새 잡초가 자라서 엉망이 데요 
st_set3_collectorgs183_speakergs3745_72_7.wav,오새는 애물도 마이 하지만 옛날에 우리 결혼할 때는 생각도 몬핸니더
st_set3_collectorgs204_speakergs2275_89_14.wav,일을 잘할 수 이쓰만 지가 맡아서 하는지 하든지 아이믄 당신이 노가리나 하지 말아야지요
st_set3_collectorgs198_speakergs1264_38_7.wav,평생을 농사만 지으니꺼네 허리가 구버가 인자는 똑바로 걸을 수가 엄니더
st_set3_collectorgs219_speakergs3642_42_9.wav,태풍 때미네 바람이 씨게 부이꺼네 산사태가 날까봐 잠을 한 숨도 못 잠니더
st_set3_collectorgs185_speakergs3651_52_6.wav,윤디를 화로에 올려 놓고 뜨겁꾸로 달궈가 윤디지를 하지요
st_set3_collectorgs183_speakergs1753_49_11.wav,요새는 시간이 조금만 지나도 다 이저삐고 물건도 자주 일가쁘고 해서 크니립니더
st_set3_collectorgs187_speakergs3336_81_7.wav,비가 마이 오면 축대부터 살피고 위험하다 시프만 퍼뜩 집에서 나와야 함니더
st_set3_collectorgs185_speakergs1771_99_7.wav,옛날부터 조상 꿈이나 돼지 꿈만 꾸면 집에 돈 들어온다고 안 좋아했나
st_set3_collectorgs213_speakergs2568_103_15.wav,올해는 배치 농사를 망우가 김장을 할라믄 배치를 좀 사와가 담궈야 되겠네
st_set3_collectorgs212_speakergs2419_34_9.wav,채독에 걸레면 얼굴이 노랗게 돼 가지고 사람이 기운이 하나도 없어 비디더
st_set3_collectorgs187_speakergs3041_10_8.wav,어깨가 뻐근한디 얼음 찜질 좀 하구로 냉장고에 얼음 좀 꺼내 도래이
st_set3_collectorgs233_speakergs3263_49_9.wav,요새는 시간이 조금만 지나고 돌아서면 다 잊어버리고 물건도 자주 잊어 뿌려서 크니립시다
st_set3_collectorgs161_speakergs1599_64_7.wav,담장은 납작한 돌멩이를 가지고 쭉 이어 만들기도 하는데 다 그렇지는 않아요
st_set3_collectorgs184_speakergs1410_26_13.wav,밀감이 너무 새그러바가 몬 묵껜는디 냉장고에 다린 가일 있으면 좀 내 올래
st_set3_collectorgs233_speakergs4169_12_8.wav,옛날에는 무글 것이 업쓰니꺼네 게우레 고드름도 맛있다고 다 먹고 그랟찌로요
st_set3_collectorgs233_speakergs3865_66_12.wav,휴가 때만 데먼 사람들이 여케 놀러 와서 씨래기를 내삐리네께 은선시럽다
st_set3_collectorgs219_speakergs3642_19_8.wav,옛날에는 특별한 간식이 업쓰이까네 옥수갱이나 잠자 거튼 걸 먹고 그랬니더
st_set3_collectorgs161_speakergs963_81_10.wav,비가 마이 오면 축대부터 살피고 위험하다 싶으면 얼른 집에서 나와야 합니다
st_set3_collectorgs198_speakergs1264_34_11.wav,채독에 걸리멘 얼굴이 노랗게 돼 가지고 사람이 기운이 하나도 없이 비니더 
st_set3_collectorgs195_speakergs1352_104_8.wav,우리 메누리는 자슥들 잘 챙기고 착해가 내가 얼매나 자랑을 하고 댕긴다고 
st_set3_collectorgs233_speakergs2467_9_9.wav,게어레 먹을 채소니 가을 같은 것은 오데 보관을 했습니까
st_set3_collectorgs183_speakergs3745_29_6.wav,추식 때 차례 지내면서 조상한테 감사하다꼬 인사를 잘 해야 덴데이
st_set3_collectorgs219_speakergs3264_2_7.wav,수박은 큰 게 마딛따꼬 하는데 차매는 작은 게 맛있는 건교
st_set3_collectorgs161_speakergs1066_0_10.wav,친정 동네하고 이 동네하고 차례 지낼 때 상차리는 건 뭐가 다릅니까
st_set3_collectorgs233_speakergs3074_24_8.wav,새 옷 이브니꺼 사람이 달라 비는데 전부터 내가 옷 좀 사 입으라고 안 했습니까
st_set3_collectorgs219_speakergs3642_98_10.wav,아들 오늘 중요한 시험 보이꺼네 이 생엳하고 찹쌀떡 무꼬 심내서 시험 잘 봐래이
st_set3_collectorgs198_speakergs1537_17_10.wav,다리도 아프고 날이 띠거우니 끼네 저기 거렁지에서 잠시 쉬었다가 갑시다
st_set3_collectorgs184_speakergs1410_47_15.wav,된장국 끓이고 호박밥 해가 양념장으로 비비 무으면 달싸칸 게 마딘니데이
st_set3_collectorgs212_speakergs2345_54_8.wav,소은 트레기 까만 것도 있고 빨간 것도 있는데 그래도 누런 게 제일 많지요
st_set3_collectorgs198_speakergs1537_97_8.wav,집에 돌아와 보니까네 문이 열려 있고 빼다지에 넣어둔 돈이 전부 업어졌니더
st_set3_collectorgs195_speakergs1557_52_8.wav,윤디를 화로에 올려놓고 뜨겁꾸로 달쿼가지고 윤디지를 하지로
st_set3_collectorgs233_speakergs3361_109_7.wav,어무이 지금 차 타고 자 나갈라꼬 하는디 혹시 읍내로 나가시믄 태워드릴께예
st_set3_collectorgs183_speakergs2986_42_8.wav,태풍 때미네 바람이 시게 부이꺼네 산사태가 날까봐 잠을 한숨도 못 잗니더
st_set3_collectorgs233_speakergs4016_20_9.wav,여개까정 오시느라 욕반니더 시원한 냉수부터 한 잔 드실쇼
st_set3_collectorgs185_speakergs3716_83_6.wav,더르븐 살째기 데처가 무쳐 무끼도 하고 꼬치장에 찍어 무끼도 했어요
st_set3_collectorgs183_speakergs3858_39_8.wav,닭을 달구통에 넣어두지 않으면 밤에 산짐승이 내려와 물고 가 뻐림니데이
st_set3_collectorgs195_speakergs1352_103_11.wav,올해는 배치 농새를 망우가 짐장을 할라는디 배치를 좀 사 와가 담궈야 되겄네 
st_set3_collectorgs183_speakergs2034_67_10.wav,오늘 비가 올 것 같은데 우산 챙겨가고 잊어버리지 말고 단디 챙겨가 오느라
st_set3_collectorgs183_speakergs4410_71_7.wav,코피가 안 멈치고 이러쿠럼 계속 나만 병언에 가봐야 되는 거 아닌교
st_set3_collectorgs212_speakergs2061_45_9.wav,감기약 먹고 자부럼이 올 때는 사고 날 수가 있으니께 경운기 몰지 마이소
st_set3_collectorgs161_speakergs1329_94_6.wav,가스레인지에 불켜놓은 걸 잊어버리고 의식을 모두 태울 뻔했어요
st_set3_collectorgs219_speakergs3007_21_8.wav,지진이 일나면 퍼뜩 책상 밑으로 드러가가 멈출 때까정 지달려야 함니데이
st_set3_collectorgs212_speakergs2061_66_10.wav,휴가 때만 되면 사람들이 여개 놀러와가 쓰레기를 버리냅 내버리 아 내삐리니께 언선시럽따
st_set3_collectorgs233_speakergs2008_89_14.wav,이 일을 잘할 수 있지만 지가 맡아서 하든지 아이모 당신이 노가리는 하지 말아야지
st_set3_collectorgs188_speakergs2855_65_7.wav,여게는 전에 살던 데보다 시설도 좋고 애들 해꼬도 정말 가차바가 조아예
st_set3_collectorgs185_speakergs3713_9_5.wav,겨울에 먹을 채소나 과일 같은 것은 어데 보관해놘는교
st_set3_collectorgs188_speakergs2855_93_8.wav,산비는 하루 저녁에만 마이 짜는디 맹주는 촘촘해가 암만 짜도 마이 못 짜예
st_set3_collectorgs233_speakergs4355_8_18.wav,비틀로 비틀로 옷을 만들 만드라가 입었었다고 캔는데 옷 맹그는 과정을 알레 주실람니껴
st_set3_collectorgs195_speakergs1352_69_9.wav,가족찌리 해돋이 보민서 새해 다짐도 하고 소원도 빌라꼬 올라꼬 해요
st_set3_collectorgs185_speakergs1905_34_8.wav,채독에 걸리면 얼굴이 노랗게 되고 사람이 기운이 하나도 없어집니다
st_set3_collectorgs219_speakergs3451_67_8.wav,오늘 비 올 것 가트니꺼네 우산 챙겨 가고 이저삐지 말고 단디 챙겨가 온나
st_set3_collectorgs195_speakergs1950_30_11.wav,등더리에 살 밑에 다 다 베껴전는데 연고를 바르니께 희한하 하구로 금방 다 까라안네요
st_set3_collectorgs198_speakergs1457_77_10.wav,여기는 시골이라 교통이 쫌 불편한디 공기도 깨끔하고 겡치가 참 조아예
st_set3_collectorgs185_speakergs2851_34_7.wav,채독에 걸리면 얼굴이 노랗게 돼 가지고 사람들이 기운이 하나도 없어 비니더
st_set3_collectorgs233_speakergs4016_43_9.wav,베를 짜다가 주리 터져 삐만 끄너진 대로 마카 이사가 다시 짜야 함니데이
st_set3_collectorgs219_speakergs3451_91_7.wav,점심 때 돌잔치 가가 어찌나 마이 먹었는지 배불러서 저녁을 못 먹꺼써요
st_set3_collectorgs184_speakergs1028_74_9.wav,지금 안개도 짙고 배가 노파가 배가 망케 몬 댕기다코 하대예
st_set3_collectorgs183_speakergs3567_1_6.wav,둥가지 쓸 나무는 쪼갈라 가지고 저쪽 담장 밑에 쌓아두면 안 되나
st_set3_collectorgs204_speakergs2275_30_14.wav,등더리에 살밑이 다 벗겨졌는디 연고를 바르 바르이께네 희한하구로 금방 까라앉네요
st_set3_collectorgs185_speakergs2873_15_6.wav,옛날에 김장 같은 거 혼자도 잘했는데 요새는 힘들어가지고 동네 사람들이 와야 잘 됩니다
st_set3_collectorgs185_speakergs3651_8_8.wav,비틀로 옷을 만드러가 입었다고 하 캗는데 옷 맹그는 과정을 알려 주실렴니꺼
st_set3_collectorgs25_speakergs207_39_9.wav,다를 구달통에 넣어두지 않으면 밤에 산짐승이 내라와서 물고 가 버림니더
st_set3_collectorgs25_speakergs2221_98_10.wav,아들 오늘 중요한 시험 보이꺼네 이 생여타고 찹쌀떡 묵고 심내서 시험 잘 봐래이
st_set3_collectorgs183_speakergs1458_49_11.wav,요새는 시간이 조금만 지나도 다 이저삐고 물건도 자주 일거뿌리고 크닐나씁니더
st_set3_collectorgs185_speakergs2084_81_9.wav,비가 마이 오면 축대부터 살피고 위험하이까네 퍼뜩 집에서 나와야 한다
st_set3_collectorgs161_speakergs1066_73_7.wav,겨울에는 바지저고리 안에 솜뭉치를 넣고 꿰매서 입었습니다
st_set3_collectorgs184_speakergs1410_105_11.wav,배추 한 포기 키우는 것도 이러쿠럼 힘든디 어무이는 펭생 농사를 짓고 우예 사랃겐노
st_set3_collectorgs212_speakergs2121_66_6.wav,휴가ㅍ 때만 되면 사람들이 여기 놀러 와가 씨레기를 내버리이꺼네 언선씨럽따
st_set3_collectorgs161_speakergs1066_85_8.wav,여름철에는 모든 음식을 잘 익카 먹고 물도 꼭 끼린 것만 드시야 데예
st_set3_collectorgs219_speakergs3007_42_8.wav,태풍 때미네 바램이 씨게 부이꺼네 산사태가 날까봐 잠을 한심도 못 잔니더
st_set3_collectorgs185_speakergs3651_31_6.wav,나이가 드니까 귀꾸마리가 어두워 가주고 사람들이 무슨 말을 해도 잘 못 알아듣겠다
st_set3_collectorgs183_speakergs3858_25_11.wav,처음 시접 왔을 때 생선후를 보고 이거 비렁내가 났어 우예 뭉는지 걱정해씸니더
st_set3_collectorgs218_speakergs2350_55_11.wav,시아버님께서 늦게가정 안 드러와믄 홀빈해가 불 켜 놓고 밤새 기다리고 그랬더니
st_set3_collectorgs183_speakergs4142_91_7.wav,점심 때 돌잔치 가가 어찌나 마이 무갔는디 배빌리서 저녁을 몬 먹께쓰요
st_set3_collectorgs213_speakergs2568_82_10.wav,운동을 안 하만 좋은 약을 마이 무가도 아무 소양이 없습니 업씀니대이
st_set3_collectorgs184_speakergs1067_80_7.wav,빨리 무그만 가식하게 돼 있꺼네 배고파도 찬차이 드시는 기 좋십니다.
st_set3_collectorgs183_speakergs3858_101_9.wav,소도 사람 맨치로 잘 먹어야 근육도 붙고 심도 생겨서 일을 잘 하지로
st_set3_collectorgs184_speakergs1410_40_11.wav,콘센트에 코드를 너무 마이 꼬브먼 불이 날 수 이쓰이꺼네 정말 위험하데이
st_set3_collectorgs25_speakergs2221_47_12.wav,된장국 끼리고 호박 호박밥 해가 양념장으로 비비 무만 달싹한 게 마씻니더
st_set3_collectorgs233_speakergs3263_71_8.wav,코피가 안 멈치고 어러쿠럼 계속 나이 병원에 가봐야 하는 거 아닌교
st_set3_collectorgs233_speakergs2998_55_15.wav,시아버님께 늦게까지 안 들어오면 홀빈해가 불 켜놓고 밤새 기다리고 그랜니더
st_set3_collectorgs183_speakergs1458_65_9.wav,여개는 전에 살던 데보다 시설도 좋고 애들 학교도 정말 가찹끼가 좋아요
st_set3_collectorgs27_speakergs471_82_6.wav,운동을 안 하먼 좋은 약을 마이 무거도 아무 소양 업씬데이
st_set3_collectorgs161_speakergs963_13_9.wav,지사를 안 모실 것 같으면 모르지만 지사를 모실 것 같으면 정성을 드려야 됩니다
st_set3_collectorgs184_speakergs1322_78_14.wav,시래기를 새끼 새끼에 영따서 말라 놨다가 낭중에 국 끓일 때 너어가 머그먼 맛있 마디써예
st_set3_collectorgs204_speakergs2275_51_12.wav,우리 어무이는 솜씨가 좋아가 옷도 잘 맹길고 음석또 마깔나고로 해씀미더
st_set3_collectorgs219_speakergs2399_52_9.wav,윤디를 하루에 올려놓고 뜨겁로로 달궈가 윤디질을 해찌로
st_set3_collectorgs164_speakergs1418_30_9.wav,등드리 살미치 다 버꺼젼는디 연고를 바르니꺼네 희안하고너 금방 까라안잤네요
st_set3_collectorgs212_speakergs2620_98_7.wav,아들 오늘 중요한 시험 보이까네 이 생엿하고 찹쌀떡 무꼬 힘내서 시험 잘 바래이
st_set3_collectorgs184_speakergs1761_42_7.wav,태풍 때민에 바람이 세게 부이거네 산사태가 날까 봐 잠을 한숨도 못 잤니더
st_set3_collectorgs195_speakergs1320_29_8.wav,추석 때 차례 지내민서 조상한테 감사하다꼬 감사하다고 인사를 잘해야 한데이
st_set3_collectorgs198_speakergs1457_53_7.wav,지금 얼른 밥상부터 차릴 테니끼네 배가 고프더라도 조금만 차므이소
st_set3_collectorgs161_speakergs963_48_8.wav,올해는 날씨가 조아가 농사도 잘 됐고 밭떼기로 팔고 하니까 기분이 존니더
st_set3_collectorgs184_speakergs1538_51_9.wav,우리 어무이는 솜씨가 좋아가 옷도 잘 맹글고 음식도 맛깔라구로 했슴니더 
st_set3_collectorgs188_speakergs1262_102_11.wav,옫가시믈 자를 때는 미리 선을 끄어 놓아야 쪽바리 잘 자를 수 이써예
st_set3_collectorgs25_speakergs508_82_7.wav,운동을 안 하면 좋은 약을 마이 먹어도 아무 소용이 없습
st_set3_collectorgs213_speakergs2568_92_10.wav,처음에는 형한테 화가 많이 나썬는디 이야기를 듣다 보이께네 이해가 데더라고예
st_set3_collectorgs233_speakergs2566_78_11.wav,시라기를 새 새끼에 영따서 말려 놨다가 난중에 국 끓일 때 연가 무그면 마시써예
st_set3_collectorgs185_speakergs1905_49_8.wav,요새는 시간이 조금만 지나도 다 이자삐고 물건도 자주 일가뿌래가 큰일 이시더
st_set3_collectorgs198_speakergs1537_89_8.wav,일을 잘할 수 이쓰마 지가 맡아서 하든지 아이믄 당신이 노가리 하지 말아야지로
st_set3_collectorgs188_speakergs2855_20_6.wav,여게까정 오시느라 욕 반는디 시원한 냉수부터 한 잔 드시소
st_set3_collectorgs185_speakergs2851_49_7.wav,요새는 시간이 조금만 지나도 다 잊어버리고 물건도 자주 일가뿌려서 큰일입니다
st_set3_collectorgs212_speakergs2812_50_7.wav,상랑하만 지인하고 일꾼들이 음식도 농가 묵고 술도 마시고 그랟니더
st_set3_collectorgs185_speakergs2084_51_7.wav,우리 어머니는 솜씨가 좋아서 옷도 잘 맹글고 음식도 잘 맛깔나게 잘했습니다
st_set3_collectorgs183_speakergs3254_35_9.wav,돼지 머리 갖다 놓고 굿판 벌리먼 동네 사람들이 쭉 와가지고 구경도 하고 그랟떠니
st_set3_collectorgs164_speakergs1572_29_7.wav,추석 때 차례 지내면서 조상한테 감사하다고 인사를 잘 해야 된데이
st_set3_collectorgs212_speakergs2176_46_7.wav,남자들은 농악도 하고 시름도 하고 여자들은 강강수얼레 하면서 놀앋지로
st_set3_collectorgs233_speakergs2566_12_9.wav,옛날에는 물 것이 업쓰니꺼네 겨울에 고드름도 맛있다고 따 묵꼬 그랟찌로
st_set3_collectorgs183_speakergs2034_29_9.wav,추석 때 차례 지낼 때 조상한테 감사하다꼬 인사를 잘해야 하는데
st_set3_collectorgs161_speakergs1329_83_5.wav,두릅은 살짝 데쳐서 무쳐 먹기도 하고 고추장에 찍어 먹기도 했어요
st_set3_collectorgs195_speakergs1557_17_9.wav,다리도 아프고 날이 뜨거운 김에 저기 그림지에서 잠시 쉬었다 가입시다
st_set3_collectorgs161_speakergs1329_104_8.wav,우리 며느리는 자식들 잘 챙기고 착해서 내가 얼마나 사랑 자랑을 하고 다니는다고
st_set3_collectorgs219_speakergs3451_41_9.wav,자슥뜰 때미네 열심히 사란는디 인자 자슥뜨리 이러쿠롬 잘 챙겨주니께네 고맙찌로
st_set3_collectorgs195_speakergs1950_3_7.wav,비단을 우애 짜는지 그 과정을 한번 좀 말씀해 주실람니꺼
st_set3_collectorgs233_speakergs3921_49_13.wav,요새는 시간이 조금만 지나도 다 잊어버리고 물건도 자주 알 일거뿌리서 큰일임니더
st_set3_collectorgs225_speakergs1738_41_8.wav,자슥뜰 때미네 열심히 사란는디 인자 자슥드리 이래쿠롬 날 챙겨주이꺼네 고맙찌로
st_set3_collectorgs164_speakergs1418_16_8.wav,산에 가서 조금만 댕기 보면 지패이 만들기 좋은 나무가 천지 삐까리으시더
st_set3_collectorgs200_speakergs2886_13_8.wav,지사를 안 모실 것 거트면 모르지만 지사를 모실 것 거트마 정성을 드려야 돼야 돼
st_set3_collectorgs183_speakergs3064_7_8.wav,방에 가래떡하고 술을 차려 노아쓰니께 편하게 드시면서 말씀 나누시소
st_set3_collectorgs184_speakergs1761_92_9.wav,츠메는 형한테 화가 마이 났었는데 이야기를 듣다 보이꺼네 이해가 데더라고예 
st_set3_collectorgs198_speakergs1457_9_6.wav,겨울에 먹을 채소나 과일 같은 것은 오래 보관을 해씀니꺼
st_set3_collectorgs183_speakergs1936_64_9.wav,담장은 납작한 돌삐로 가지고 쭉 이어 맹길기도 하는데 다 그렇지는 안니데이
st_set3_collectorgs233_speakergs4414_51_9.wav,우리 어무이는 솜씨가 좋아가 옷도 잘 맹굴고 음석도 맛깔나게 했습니다
st_set3_collectorgs164_speakergs1572_86_10.wav,고기 향을 피우먼 화재 위험이 이쓰니께네 모구장을 쳐놓고 주무시는 게 좋아요
st_set3_collectorgs183_speakergs3671_81_8.wav,비가 마이 오먼 축대부터 살피고 위험하다 시프먼 퍼뜩 집에서 나와야 합니다
st_set3_collectorgs212_speakergs1976_4_9.wav,마을 모숨구는 날에는 사람들이 같이 이게저게 다니면서 푸마이를 함니더
st_set3_collectorgs218_speakergs2350_96_8.wav,혈압약은 시간을 맞춰가지고 챙겨 드셔야지 안 그러면 효과가 없습니다
st_set3_collectorgs183_speakergs3064_105_8.wav,배치 한 포기 키우는 것도 이러쿠롬 힘든디 어무이는 우예 평생 농새를 짓고 사랃을리
st_set3_collectorgs233_speakergs3921_38_15.wav,펭생을 농새만 지으니네 허리가 구부르가 인제는 똑바리 걸을 수가 업씀니
st_set3_collectorgs212_speakergs2931_76_7.wav,지난주에 상처도 숭가 놓았으니까 내 사 월 초쯤 되면 무글 수 있을 겁니다
st_set3_collectorgs212_speakergs2931_103_10.wav,올해는 배치 농사를 망우가 김장을 할라먼 배치를 좀 사 와가 담궈야 데겐네
st_set3_collectorgs233_speakergs2139_27_13.wav,오랜만에 조캐를 보이커네 몬 알아볼 정도로 훔쩍 커 버리기 깜짝 놀랟떼이
st_set3_collectorgs212_speakergs2061_93_11.wav,삼비는 하루 저녁만 많이 짜는디 맹주는 촘촘해가 암만 짜도 많이 못 짜예
st_set3_collectorgs213_speakergs3067_7_13.wav,방에 가리떠글 술을 차려 노아쓰니께 그니께네 편하게 드시면서 말씀 나누시소
st_set3_collectorgs183_speakergs3745_37_6.wav,배미에 물리만 병원에 가야지 된장 같은 거 마음대로 바르만 큰일 납니더
st_set3_collectorgs183_speakergs2074_12_9.wav,옛날에는 먹을 것이 업쓰이끼네 겨울에 고드름도 맛있다고 따 먹고 그랬지요
st_set3_collectorgs233_speakergs2566_34_10.wav,쇠독에 걸리면 얼굴이 노랗게 돼가지고 사람이 기운이 하나도 없어 비니더
st_set3_collectorgs184_speakergs1067_50_9.wav,상랑하마 지인하고 일꾼들이 음식도 농 갈라 먹고 술도 마시고 그랜니더
st_set3_collectorgs183_speakergs2034_92_11.wav,처음에는 형한테 화가 많이 난는디 이야기를 듣다 보니께 이해가 되더라꼬요
st_set3_collectorgs185_speakergs3207_69_6.wav,가족끼리 해돋이 보면서 새해 다짐도 하고 소원도 빌고 오라고 해요
st_set3_collectorgs164_speakergs1572_96_10.wav,혈압약은 시간을 맞춰서 챙겨 드셔야지 안 그라모 호꽈가 없습니다
st_set3_collectorgs219_speakergs2652_11_7.wav,마다를 계속 관리해야지 안 그라모 금새 잡초가 자라가 엉망이 됩니더
st_set3_collectorgs219_speakergs3264_23_7.wav,오랜만에 가족끼리 외식 한 번 하자꼬 하는데 그것도 못하면 어떻게 하나요
st_set3_collectorgs195_speakergs1320_25_8.wav,처음 시집 왔을 때 생신국을 보고 이거 비렁내가 나서 우예 무글찌 걱정핸니더
st_set3_collectorgs183_speakergs3745_46_6.wav,남자들은 농악도 하고 씨름도 하고 여자들은 강강수월래 하면서 노랃찌로
st_set3_collectorgs219_speakergs3642_76_8.wav,지난주에 상추도 숨카 놓았으니까네 사월 초쯤 되마 묵을 수 있을 낌니더
st_set3_collectorgs233_speakergs2139_102_9.wav,오까심을 자를 때는 미리 선을 끄어노아야 똑바로 잘 자를 수 이써예
st_set3_collectorgs161_speakergs963_44_8.wav,동네에서 무슨 사고라도 생기면 마을 사람들이 무당 불러서 굿하고 그랟씹니다
st_set3_collectorgs195_speakergs1466_2_17.wav,수박은 크 큰 게 맛있는다고 꼭 하는데 참애는 작은 작은 작은게 맛인 맛있는 근교
st_set3_collectorgs218_speakergs3058_4_13.wav,마을 목숨거는 날에는 사람들이 같이 이게 이것저거 다니면서 포품아리를 합니
st_set3_collectorgs213_speakergs2385_56_9.wav,날이 칩꼬 손도 시렵지만 그캐도 우리 이리니꺼네 별로 피곤한 줄도 모르걷따
st_set3_collectorgs161_speakergs1599_4_11.wav,마을 모심은 모 모심은 날에는 사람들이 같이 여기저기 다니면서 품앗이를 합니다
st_set3_collectorgs213_speakergs3268_23_12.wav,오랜만에 가족끼리 외식 한 번 어 하자고 하는디 에 그것도 못 하면 우야는능교
st_set3_collectorgs233_speakergs4016_98_11.wav,아들 오늘 중요한 시험 보이꺼네 이 생엿하고 찹쌀떡 묵꼬 힘내서 시험 잘 차 봐래이
st_set3_collectorgs185_speakergs1771_80_10.wav,빨리 머그무 아무래도 배가 불러가 소화가 힘드니까 배고파도 천천히 무라
st_set3_collectorgs183_speakergs3671_105_11.wav,배치 한 포기 키우는 것도 이러쿠롬 힘드는디 어무이는 우예 평생 농사를 짓고 사라쓸라
st_set3_collectorgs225_speakergs1738_30_8.wav,덩더리에 살미치 다 뻐껴져썻는디 연고를 바르이꺼네 희한하고로 금방 까라안네요
st_set3_collectorgs187_speakergs1008_31_9.wav,나이가 드니꺼네 기기가 어두워져가 사람들이 무신 말을 해도 잘 못 알아듣겠니더
st_set3_collectorgs233_speakergs4169_14_13.wav,밭이 별로 크지도 안으이끼네 카배추보다는 상초 같은 걸 숨구는기가 좋을 것 같네
st_set3_collectorgs27_speakergs260_51_8.wav,우리 어무이는 솜씨가 좋아서 옷도 잘 맹글고 음식도 맛깔나게 핻씀니다요
st_set3_collectorgs184_speakergs1157_11_9.wav,마다를 계속 관리해야지 안 그라무 금새 잡초가 자래가 엉망이 돼요.
